Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     100/200         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [10]
[59]     0.0    0.00    0.00     200         test_insert_ilist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [59]
                0.00    0.00     200/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00    3200/3806        std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [61]
                0.00    0.00     200/300         ADS_set<val_t, 7ul>::insert(std::initializer_list<val_t>) [60]
                0.00    0.00    3200/220887      operator<<(std::ostream&, val_t const&) [88]
                0.00    0.00     200/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
-----------------------------------------------
                0.00    0.00     100/300         ADS_set<val_t, 7ul>::operator=(std::initializer_list<val_t>) [68]
                0.00    0.00     200/300         test_insert_ilist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [59]
[60]     0.0    0.00    0.00     300         ADS_set<val_t, 7ul>::insert(std::initializer_list<val_t>) [60]
                0.00    0.00    3500/4107424     ADS_set<val_t, 7ul>::add(val_t const&) [9]
-----------------------------------------------
                0.00    0.00       3/3806        test_range_constructor2() [76]
                0.00    0.00       3/3806        test_initlist_constructor2() [77]
                0.00    0.00     600/3806        test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [27]
                0.00    0.00    3200/3806        test_insert_ilist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [59]
[61]     0.0    0.00    0.00    3806         std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [61]
                0.00    0.00    3806/69240       std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<val_t>, val_t const&) [51]
                0.00    0.00    3406/40590       std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [96]
-----------------------------------------------
                0.00    0.00     100/100         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [10]
[62]     0.0    0.00    0.00     100         test_assign_initlist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [62]
                0.00    0.00     100/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00     100/100         ADS_set<val_t, 7ul>::operator=(std::initializer_list<val_t>) [68]
                0.00    0.00     100/100         void std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_assign_unique<val_t const*>(val_t const*, val_t const*) [75]
                0.00    0.00     100/46613       ADS_set<val_t, 7ul>::size() const [95]
                0.00    0.00     100/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
-----------------------------------------------
                0.00    0.00     100/100         test_all_ph1(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [17]
[63]     0.0    0.00    0.00     100         test_insert_it_stream(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [63]
                0.00    0.00     100/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00     100/100         void ADS_set<val_t, 7ul>::insert<std::istream_iterator<val_t, char, std::char_traits<char>, long> >(std::istream_iterator<val_t, char, std::char_traits<char>, long>, std::istream_iterator<val_t, char, std::char_traits<char>, long>) [69]
                0.00    0.00     700/65134       std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [52]
                0.00    0.00     300/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
                0.00    0.00     100/800         operator>>(std::istream&, val_t&) [116]
-----------------------------------------------
                0.00    0.00     300/1900        test_inequality(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [73]
                0.00    0.00     400/1900        test_equality(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [71]
                0.00    0.00     400/1900        test_assign(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [54]
                0.00    0.00     800/1900        test_copy(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [53]
[64]     0.0    0.00    0.00    1900         operator==(ADS_set<val_t, 7ul> const&, ADS_set<val_t, 7ul> const&) [64]
                0.00    0.00    3660/16354108     ADS_set<val_t, 7ul>::count(val_t const&) const [6]
                0.00    0.00    4660/6411847     ADS_set<val_t, 7ul>::end() const [32]
                0.00    0.00    3800/46613       ADS_set<val_t, 7ul>::size() const [95]
                0.00    0.00    1034/129591      ADS_set<val_t, 7ul>::begin() const [93]
-----------------------------------------------
                0.00    0.00       1/1           main [7]
[65]     0.0    0.00    0.00       1         test_range_constructor1() [65]
                0.00    0.00       1/1304        void ADS_set<val_t, 7ul>::insert<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >) [14]
                0.00    0.00       1/2808        ADS_set<val_t, 7ul>::~ADS_set() [29]
                0.00    0.00       1/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00      10/65134       std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [52]
                0.00    0.00      10/16354108     ADS_set<val_t, 7ul>::count(val_t const&) const [6]
                0.00    0.00       1/201         ADS_set<val_t, 7ul>::ADS_set<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >) [70]
                0.00    0.00      10/10          val_t& std::vector<val_t, std::allocator<val_t> >::emplace_back<val_t>(val_t&&) [132]
                0.00    0.00       1/46613       ADS_set<val_t, 7ul>::size() const [95]
                0.00    0.00       1/130695      ADS_set<val_t, 7ul>::empty() const [92]
                0.00    0.00       1/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
                0.00    0.00       1/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [105]
-----------------------------------------------
                0.00    0.00       1/1           main [7]
[66]     0.0    0.00    0.00       1         test_initlist_constructor1() [66]
                0.00    0.00       1/1304        void ADS_set<val_t, 7ul>::insert<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >) [14]
                0.00    0.00       1/2808        ADS_set<val_t, 7ul>::~ADS_set() [29]
                0.00    0.00       1/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00      10/16354108     ADS_set<val_t, 7ul>::count(val_t const&) const [6]
                0.00    0.00       1/402         ADS_set<val_t, 7ul>::ADS_set(std::initializer_list<val_t>) [67]
                0.00    0.00       3/65134       std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [52]
                0.00    0.00       3/220887      operator<<(std::ostream&, val_t const&) [88]
                0.00    0.00       1/46613       ADS_set<val_t, 7ul>::size() const [95]
                0.00    0.00       1/130695      ADS_set<val_t, 7ul>::empty() const [92]
                0.00    0.00       1/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
                0.00    0.00       1/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [105]
-----------------------------------------------
                0.00    0.00       1/402         test_initlist_constructor2() [77]
                0.00    0.00       1/402         test_initlist_constructor1() [66]
                0.00    0.00     200/402         test_assign(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [54]
                0.00    0.00     200/402         test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [27]
[67]     0.0    0.00    0.00     402         ADS_set<val_t, 7ul>::ADS_set(std::initializer_list<val_t>) [67]
                0.00    0.00    1203/4107424     ADS_set<val_t, 7ul>::add(val_t const&) [9]
                0.00    0.00     402/2408        ADS_set<val_t, 7ul>::ADS_set() [107]
-----------------------------------------------
                0.00    0.00     100/100         test_assign_initlist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [62]
[68]     0.0    0.00    0.00     100         ADS_set<val_t, 7ul>::operator=(std::initializer_list<val_t>) [68]
                0.00    0.00     100/300         ADS_set<val_t, 7ul>::insert(std::initializer_list<val_t>) [60]
                0.00    0.00     100/1000        ADS_set<val_t, 7ul>::clear() [111]
-----------------------------------------------
                0.00    0.00     100/100         test_insert_it_stream(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [63]
[69]     0.0    0.00    0.00     100         void ADS_set<val_t, 7ul>::insert<std::istream_iterator<val_t, char, std::char_traits<char>, long> >(std::istream_iterator<val_t, char, std::char_traits<char>, long>, std::istream_iterator<val_t, char, std::char_traits<char>, long>) [69]
                0.00    0.00     700/4107424     ADS_set<val_t, 7ul>::add(val_t const&) [9]
                0.00    0.00     700/800         operator>>(std::istream&, val_t&) [116]
-----------------------------------------------
                0.00    0.00       1/201         test_range_constructor1() [65]
                0.00    0.00     200/201         test_range_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [26]
[70]     0.0    0.00    0.00     201         ADS_set<val_t, 7ul>::ADS_set<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >) [70]
                0.00    0.00     600/4107424     ADS_set<val_t, 7ul>::add(val_t const&) [9]
                0.00    0.00     201/2408        ADS_set<val_t, 7ul>::ADS_set() [107]
-----------------------------------------------
                0.00    0.00     400/400         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [10]
[71]     0.0    0.00    0.00     400         test_equality(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [71]
                0.00    0.00     400/1900        operator==(ADS_set<val_t, 7ul> const&, ADS_set<val_t, 7ul> const&) [64]
                0.00    0.00     400/700         operator==(std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [120]
-----------------------------------------------
                0.00    0.00     501/501         test_copy(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [53]
[72]     0.0    0.00    0.00     501         std::pair<std::_Rb_tree_iterator<val_t>, bool> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique<val_t>(val_t&&) [72]
                0.00    0.00     501/155520      std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_get_insert_unique_pos(val_t const&) [34]
                0.00    0.00     400/400         std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_<val_t, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, val_t&&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [127]
-----------------------------------------------
                0.00    0.00     300/300         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [10]
[73]     0.0    0.00    0.00     300         test_inequality(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [73]
                0.00    0.00     300/1900        operator==(ADS_set<val_t, 7ul> const&, ADS_set<val_t, 7ul> const&) [64]
                0.00    0.00     300/300         operator!=(std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [130]
-----------------------------------------------
                0.00    0.00     300/300         void std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_assign_unique<val_t const*>(val_t const*, val_t const*) [75]
[74]     0.0    0.00    0.00     300         std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node&) [74]
                0.00    0.00     300/69240       std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<val_t>, val_t const&) [51]
                0.00    0.00     300/300         std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node&) [129]
-----------------------------------------------
                0.00    0.00     100/100         test_assign_initlist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [62]
[75]     0.0    0.00    0.00     100         void std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_assign_unique<val_t const*>(val_t const*, val_t const*) [75]
                0.00    0.00     300/300         std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node&) [74]
                0.00    0.00     100/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [105]
-----------------------------------------------
                0.00    0.00       1/1           main [7]
[76]     0.0    0.00    0.00       1         test_range_constructor2() [76]
                0.00    0.00       1/2808        ADS_set<val_t, 7ul>::~ADS_set() [29]
                0.00    0.00       1/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00       1/1           ADS_set<val_t, 7ul>::ADS_set<__gnu_cxx::__normal_iterator<val_t const*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t const*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t const*, std::vector<val_t, std::allocator<val_t> > >) [79]
                0.00    0.00       3/3806        std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [61]
                0.00    0.00       3/220887      operator<<(std::ostream&, val_t const&) [88]
                0.00    0.00       1/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
                0.00    0.00       1/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [105]
-----------------------------------------------
                0.00    0.00       1/1           main [7]
[77]     0.0    0.00    0.00       1         test_initlist_constructor2() [77]
                0.00    0.00       1/2808        ADS_set<val_t, 7ul>::~ADS_set() [29]
                0.00    0.00       1/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00       1/402         ADS_set<val_t, 7ul>::ADS_set(std::initializer_list<val_t>) [67]
                0.00    0.00       3/3806        std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [61]
                0.00    0.00       3/220887      operator<<(std::ostream&, val_t const&) [88]
                0.00    0.00       1/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
                0.00    0.00       1/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [105]
-----------------------------------------------
                0.00    0.00     500/500         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [10]
[78]     0.0    0.00    0.00     500         test_clear(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [78]
                0.00    0.00     500/6411847     ADS_set<val_t, 7ul>::end() const [32]
                0.00    0.00     500/1000        ADS_set<val_t, 7ul>::clear() [111]
                0.00    0.00     500/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [105]
                0.00    0.00     500/46613       ADS_set<val_t, 7ul>::size() const [95]
                0.00    0.00     500/130695      ADS_set<val_t, 7ul>::empty() const [92]
                0.00    0.00     500/129591      ADS_set<val_t, 7ul>::begin() const [93]
-----------------------------------------------
                0.00    0.00       1/1           test_range_constructor2() [76]
[79]     0.0    0.00    0.00       1         ADS_set<val_t, 7ul>::ADS_set<__gnu_cxx::__normal_iterator<val_t const*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t const*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t const*, std::vector<val_t, std::allocator<val_t> > >) [79]
                0.00    0.00       3/4107424     ADS_set<val_t, 7ul>::add(val_t const&) [9]
                0.00    0.00       1/2408        ADS_set<val_t, 7ul>::ADS_set() [107]
-----------------------------------------------
                0.00    0.00   18728/3110685     test_iter(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [30]
                0.00    0.00   25956/3110685     test_find_iter(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [24]
                0.00    0.00   66000/3110685     test_insert_iter(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [20]
                0.00    0.00 3000001/3110685     do_stresstest2(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [5]
[87]     0.0    0.00    0.00 3110685         operator==(ADS_set<val_t, 7ul>::Iterator const&, ADS_set<val_t, 7ul>::Iterator const&) [87]
-----------------------------------------------
                0.00    0.00       3/220887      test_range_constructor2() [76]
                0.00    0.00       3/220887      test_initlist_constructor2() [77]
                0.00    0.00       3/220887      test_initlist_constructor1() [66]
                0.00    0.00    3200/220887      test_insert_ilist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [59]
                0.00    0.00   11600/220887      test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [27]
                0.00    0.00   11600/220887      test_range_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [26]
                0.00    0.00   12978/220887      test_find_iter(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [24]
