Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.03     300/300         test_find_iter(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [24]
                0.00    0.03     200/600         test_insert_it(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [18]
                0.00    0.01     100/200         test_range_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [26]
                0.00    0.01     100/200         test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [27]
                0.01    0.00     800/800         test_iter(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [30]
                0.01    0.00    1200/2808        ADS_set<val_t, 7ul>::~ADS_set() [29]
                0.00    0.01     200/200         test_swap_insert_erase(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [40]
                0.00    0.00     300/300         test_insert(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [50]
                0.00    0.00     400/400         test_copy(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [53]
                0.00    0.00     200/200         test_assign(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [54]
                0.00    0.00     600/600         test_find(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [56]
                0.00    0.00     600/1100        test_count(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [55]
                0.00    0.00     100/200         test_insert_ilist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [59]
                0.00    0.00     100/100         test_assign_initlist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [62]
                0.00    0.00     400/400         test_equality(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [71]
                0.00    0.00     300/300         test_inequality(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [73]
                0.00    0.00     500/500         test_clear(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [78]
                0.00    0.00    1200/2408        ADS_set<val_t, 7ul>::ADS_set() [107]
                0.00    0.00    1200/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [105]
                0.00    0.00     500/900         test_size(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [112]
                0.00    0.00     400/600         test_empty(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [121]
-----------------------------------------------
                0.06    0.02       2/6           do_stresstest1(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [13]
                0.12    0.04       4/6           do_stresstest2(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [5]
[11]    17.1    0.18    0.07       6         void std::shuffle<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&>(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [11]
                0.02    0.05 2999994/2999994     std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [19]
                0.00    0.00       6/3203500     unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [21]
-----------------------------------------------
                0.00    0.00   12978/3045978     test_find_iter(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [24]
                0.00    0.00   33000/3045978     test_find(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [56]
                0.04    0.14 3000000/3045978     do_stresstest2(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [5]
[12]    12.8    0.05    0.14 3045978         ADS_set<val_t, 7ul>::find(val_t const&) const [12]
                0.11    0.01 3045978/16354108     ADS_set<val_t, 7ul>::count(val_t const&) const [6]
                0.01    0.00 3024664/35341462     ADS_set<val_t, 7ul>::last_n_bits(val_t const&, unsigned int const&) const [15]
                0.00    0.00   21314/6411847     ADS_set<val_t, 7ul>::end() const [32]
-----------------------------------------------
                0.01    0.17       2/2           std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void> >::_M_invoke(std::_Any_data const&) [3]
[13]    12.5    0.01    0.17       2         do_stresstest1(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [13]
                0.07    0.01 2000000/16354108     ADS_set<val_t, 7ul>::count(val_t const&) const [6]
                0.06    0.02       2/6           void std::shuffle<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&>(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [11]
                0.01    0.00       2/4           void std::iota<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, int>(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, int) [38]
                0.00    0.00       2/1304        void ADS_set<val_t, 7ul>::insert<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >) [14]
                0.00    0.00       2/2808        ADS_set<val_t, 7ul>::~ADS_set() [29]
                0.00    0.00       2/2408        ADS_set<val_t, 7ul>::ADS_set() [107]
                0.00    0.00       2/46613       ADS_set<val_t, 7ul>::size() const [95]
                0.00    0.00       2/9           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [133]
-----------------------------------------------
                0.00    0.00       1/1304        test_range_constructor1() [65]
                0.00    0.00       1/1304        test_initlist_constructor1() [66]
                0.00    0.00       2/1304        do_stresstest1(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [13]
                0.00    0.03     200/1304        test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [27]
                0.00    0.03     200/1304        test_range_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [26]
                0.00    0.04     300/1304        test_insert_it_erase(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [23]
                0.00    0.08     600/1304        test_insert_it(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [18]
[14]    11.5    0.00    0.17    1304         void ADS_set<val_t, 7ul>::insert<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >) [14]
                0.03    0.14 2063834/4107424     ADS_set<val_t, 7ul>::add(val_t const&) [9]
-----------------------------------------------
                0.01    0.00 2018430/35341462     ADS_set<val_t, 7ul>::erase(val_t const&) [16]
                0.01    0.00 2091363/35341462     ADS_set<val_t, 7ul>::insert(val_t const&) [8]
                0.01    0.00 3024664/35341462     ADS_set<val_t, 7ul>::find(val_t const&) const [12]
                0.05    0.00 11852897/35341462     ADS_set<val_t, 7ul>::add(val_t const&) [9]
                0.07    0.00 16354108/35341462     ADS_set<val_t, 7ul>::count(val_t const&) const [6]
[15]    11.1    0.16    0.00 35341462         ADS_set<val_t, 7ul>::last_n_bits(val_t const&, unsigned int const&) const [15]
-----------------------------------------------
                0.00    0.00    8279/2049417     test_insert_it_erase(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [23]
                0.00    0.00   41138/2049417     test_insert_erase(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [22]
                0.02    0.09 2000000/2049417     do_stresstest2(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [5]
[16]     8.2    0.03    0.09 2049417         ADS_set<val_t, 7ul>::erase(val_t const&) [16]
                0.08    0.01 2049417/16354108     ADS_set<val_t, 7ul>::count(val_t const&) const [6]
                0.01    0.00 2018430/35341462     ADS_set<val_t, 7ul>::last_n_bits(val_t const&, unsigned int const&) const [15]
-----------------------------------------------
                0.00    0.09     100/100         main [7]
[17]     5.9    0.00    0.09     100         test_all_ph1(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [17]
                0.00    0.05     400/600         test_insert_it(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [18]
                0.00    0.01     100/200         test_range_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [26]
                0.00    0.01     100/200         test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [27]
                0.00    0.00     400/2808        ADS_set<val_t, 7ul>::~ADS_set() [29]
                0.00    0.00     500/1100        test_count(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [55]
                0.00    0.00     100/200         test_insert_ilist(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [59]
                0.00    0.00     100/100         test_insert_it_stream(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [63]
                0.00    0.00     400/2408        ADS_set<val_t, 7ul>::ADS_set() [107]
                0.00    0.00     400/900         test_size(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [112]
                0.00    0.00     400/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [105]
                0.00    0.00     200/600         test_empty(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [121]
-----------------------------------------------
                0.00    0.03     200/600         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [10]
                0.00    0.05     400/600         test_all_ph1(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [17]
[18]     5.5    0.00    0.08     600         test_insert_it(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [18]
                0.00    0.08     600/1304        void ADS_set<val_t, 7ul>::insert<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >) [14]
                0.00    0.00   33000/65134       std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [52]
                0.00    0.00     600/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00   33000/3203500     unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [21]
                0.00    0.00   33000/220887      operator<<(std::ostream&, val_t const&) [88]
                0.00    0.00     600/2500        std::vector<val_t, std::allocator<val_t> >::reserve(unsigned long) [106]
                0.00    0.00     600/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
-----------------------------------------------
                0.02    0.05 2999994/2999994     void std::shuffle<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&>(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [11]
[19]     4.6    0.02    0.05 2999994         std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [19]
                0.03    0.02 2999994/3203500     unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [21]
-----------------------------------------------
                0.04    0.02     600/600         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [10]
[20]     4.1    0.04    0.02     600         test_insert_iter(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [20]
                0.01    0.00   33000/33000       __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > std::__find_if<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_pred<test_insert_iter(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&)::{lambda(auto:1 const&)#1}> >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_pred<test_insert_iter(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&)::{lambda(auto:1 const&)#1}>, std::random_access_iterator_tag) [31]
                0.00    0.00   33000/2091363     ADS_set<val_t, 7ul>::insert(val_t const&) [8]
                0.00    0.00   33000/90862       std::pair<std::_Rb_tree_iterator<val_t>, bool> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique<val_t const&>(val_t const&) [41]
                0.00    0.00     600/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [47]
                0.00    0.00   33000/3203500     unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [21]
                0.00    0.00   33000/123862      bool it_equal<ADS_set<val_t, 7ul>, ADS_set<val_t, 7ul>::Iterator, std::set<val_t, std::less<val_t>, std::allocator<val_t> >, std::_Rb_tree_const_iterator<val_t> >(ADS_set<val_t, 7ul> const&, ADS_set<val_t, 7ul>::Iterator const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::_Rb_tree_const_iterator<val_t> const&) [57]
                0.00    0.00   99000/6411847     ADS_set<val_t, 7ul>::end() const [32]
                0.00    0.00   33000/1165969     std::equal_to<val_t>::operator()(val_t const&, val_t const&) const [42]
                0.00    0.00   99000/129591      ADS_set<val_t, 7ul>::begin() const [93]
                0.00    0.00   66000/3110685     operator==(ADS_set<val_t, 7ul>::Iterator const&, ADS_set<val_t, 7ul>::Iterator const&) [87]
                0.00    0.00   33000/46613       ADS_set<val_t, 7ul>::size() const [95]
                0.00    0.00   33000/220887      operator<<(std::ostream&, val_t const&) [88]
                0.00    0.00     600/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
-----------------------------------------------
