Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   11000/3203500     test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [35]
                0.00    0.00   11000/3203500     test_range_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [34]
                0.00    0.00   16500/3203500     test_insert(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [33]
                0.00    0.00   16500/3203500     test_insert_it_erase(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [38]
                0.00    0.00   33000/3203500     test_insert_iter(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [16]
                0.00    0.00   33000/3203500     test_insert_it(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [21]
                0.00    0.00   82500/3203500     test_insert_erase(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [28]
                0.01    0.04 2999994/3203500     std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [15]
[17]     3.6    0.01    0.04 3203500         unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [17]
                0.03    0.01 3203500/3302501     std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::operator()() [18]
-----------------------------------------------
                0.00    0.00       1/3302501     main [13]
                0.00    0.00   99000/3302501     double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [37]
                0.03    0.01 3203500/3302501     unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [17]
[18]     2.9    0.03    0.01 3302501         std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::operator()() [18]
                0.01    0.00   10586/10586       std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::_M_gen_rand() [24]
-----------------------------------------------
                0.01    0.01     300/300         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [14]
[19]     1.5    0.01    0.01     300         test_find_iter(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [19]
                0.01    0.00   12978/12978       bool std::__equal4<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, ADS_set<val_t, 17ul>::Iterator, std::equal_to<val_t> >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, ADS_set<val_t, 17ul>::Iterator, ADS_set<val_t, 17ul>::Iterator, std::equal_to<val_t>) [26]
                0.00    0.00   12978/3012978     ADS_set<val_t, 17ul>::find(val_t const&) const [9]
                0.00    0.00   65490/6580120     ADS_set<val_t, 17ul>::end() const [59]
                0.00    0.00   26256/130491      ADS_set<val_t, 17ul>::begin() const [67]
                0.00    0.00   12978/220887      operator<<(std::ostream&, val_t const&) [65]
                0.00    0.00   12978/1030906     ADS_set<val_t, 17ul>::Bucket::get_value(unsigned long) const [61]
                0.00    0.00   12978/1120615     std::equal_to<val_t>::operator()(val_t const&, val_t const&) const [60]
                0.00    0.00     300/2500        std::vector<val_t, std::allocator<val_t> >::reserve(unsigned long) [90]
-----------------------------------------------
                0.00    0.01     100/100         main [13]
[20]     1.0    0.00    0.01     100         test_all_ph1(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [20]
                0.01    0.00     400/600         test_insert_it(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [21]
                0.00    0.00     500/1100        test_count(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [29]
                0.00    0.00     400/2908        ADS_set<val_t, 17ul>::~ADS_set() [27]
                0.00    0.00     100/200         test_range_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [34]
                0.00    0.00     100/200         test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [35]
                0.00    0.00     100/200         test_insert_ilist(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [41]
                0.00    0.00     100/100         test_insert_it_stream(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [42]
                0.00    0.00     400/2908        ADS_set<val_t, 17ul>::ADS_set(unsigned long) [89]
                0.00    0.00     400/900         test_size(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [97]
                0.00    0.00     400/3921        std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_erase(std::_Rb_tree_node<val_t>*) [87]
                0.00    0.00     200/600         test_empty(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [105]
-----------------------------------------------
                0.00    0.00     200/600         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [14]
                0.01    0.00     400/600         test_all_ph1(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [20]
[21]     0.9    0.01    0.00     600         test_insert_it(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [21]
                0.00    0.00   33000/2199032     ADS_set<val_t, 17ul>::insert1(val_t) <cycle 1> [12]
                0.00    0.00   33000/3203500     unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [17]
                0.00    0.00   33000/220887      operator<<(std::ostream&, val_t const&) [65]
                0.00    0.00   33000/65134       std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [71]
                0.00    0.00     600/2500        std::vector<val_t, std::allocator<val_t> >::reserve(unsigned long) [90]
                0.00    0.00     600/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [82]
                0.00    0.00     600/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [83]
-----------------------------------------------
                0.01    0.00  133424/133424      std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::find(val_t const&) const [23]
[22]     0.7    0.01    0.00  133424         std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_lower_bound(std::_Rb_tree_node<val_t> const*, std::_Rb_tree_node_base const*, val_t const&) const [22]
-----------------------------------------------
                0.00    0.00      52/133424      operator==(std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [45]
                0.00    0.00    4016/133424      test_copy(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [32]
                0.00    0.00   33000/133424      test_find(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [31]
                0.00    0.00   35856/133424      test_iter(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [30]
                0.00    0.00   60500/133424      test_count(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [29]
[23]     0.7    0.00    0.01  133424         std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::find(val_t const&) const [23]
                0.01    0.00  133424/133424      std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_lower_bound(std::_Rb_tree_node<val_t> const*, std::_Rb_tree_node_base const*, val_t const&) const [22]
                0.00    0.00  125707/416057      std::less<val_t>::operator()(val_t const&, val_t const&) const [63]
-----------------------------------------------
                0.01    0.00   10586/10586       std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::operator()() [18]
[24]     0.7    0.01    0.00   10586         std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::_M_gen_rand() [24]
-----------------------------------------------
                0.00    0.00   35856/1035856     test_iter(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [30]
                0.01    0.00 1000000/1035856     do_stresstest2(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [5]
[25]     0.7    0.01    0.00 1035856         ADS_set<val_t, 17ul>::Iterator::operator++() [25]
                0.00    0.00    1401/6580120     ADS_set<val_t, 17ul>::end() const [59]
-----------------------------------------------
                0.01    0.00   12978/12978       test_find_iter(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [19]
[26]     0.7    0.01    0.00   12978         bool std::__equal4<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, ADS_set<val_t, 17ul>::Iterator, std::equal_to<val_t> >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, ADS_set<val_t, 17ul>::Iterator, ADS_set<val_t, 17ul>::Iterator, std::equal_to<val_t>) [26]
-----------------------------------------------
                0.00    0.00       1/2908        test_range_constructor2() [46]
                0.00    0.00       1/2908        test_initlist_constructor2() [47]
                0.00    0.00       1/2908        test_range_constructor1() [44]
                0.00    0.00       1/2908        test_initlist_constructor1() [48]
                0.00    0.00       2/2908        do_stresstest1(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [6]
                0.00    0.00       2/2908        do_stresstest2(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [5]
                0.00    0.00     100/2908        test_assign_initlist(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&) [40]
                0.00    0.00     200/2908        test_initlist_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [35]
                0.00    0.00     200/2908        test_range_constructor3(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [34]
                0.00    0.00     400/2908        test_assign(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [36]
                0.00    0.00     400/2908        test_all_ph1(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [20]
                0.00    0.00     400/2908        test_copy(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [32]
                0.00    0.00    1200/2908        test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [14]
[27]     0.7    0.01    0.00    2908         ADS_set<val_t, 17ul>::~ADS_set() [27]
-----------------------------------------------
                0.00    0.00     200/1500        test_swap_insert_erase(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [39]
                0.00    0.01    1300/1500        test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [14]
[28]     0.5    0.00    0.01    1500         test_insert_erase(ADS_set<val_t, 17ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [28]
                0.00    0.00   41362/2097385     ADS_set<val_t, 17ul>::insert(val_t const&) [8]
                0.00    0.00   82500/3203500     unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [17]
                0.00    0.00   82500/99000       double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [37]
                0.00    0.00   82500/220887      operator<<(std::ostream&, val_t const&) [65]
                0.00    0.00   41362/90862       std::pair<std::_Rb_tree_iterator<val_t>, bool> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique<val_t const&>(val_t const&) [69]
                0.00    0.00   41362/123862      bool it_equal<ADS_set<val_t, 17ul>, ADS_set<val_t, 17ul>::Iterator, std::set<val_t, std::less<val_t>, std::allocator<val_t> >, std::_Rb_tree_const_iterator<val_t> >(ADS_set<val_t, 17ul> const&, ADS_set<val_t, 17ul>::Iterator const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::_Rb_tree_const_iterator<val_t> const&) [68]
                0.00    0.00   41138/49417       std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::erase(val_t const&) [74]
                0.00    0.00    1500/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [82]
                0.00    0.00    1500/4704        sanity_check(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [83]
-----------------------------------------------
                0.00    0.00     500/1100        test_all_ph1(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [20]
                0.00    0.00     600/1100        test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [14]
[29]     0.3    0.00    0.00    1100         test_count(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [29]
                0.00    0.00   60500/133424      std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::find(val_t const&) const [23]
-----------------------------------------------
                0.00    0.00     800/800         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [14]
[30]     0.2    0.00    0.00     800         test_iter(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [30]
                0.00    0.00   35856/133424      std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::find(val_t const&) const [23]
                0.00    0.00   35856/1035856     ADS_set<val_t, 17ul>::Iterator::operator++() [25]
                0.00    0.00   21028/6580120     ADS_set<val_t, 17ul>::end() const [59]
                0.00    0.00   17928/1030906     ADS_set<val_t, 17ul>::Bucket::get_value(unsigned long) const [61]
                0.00    0.00    2400/130491      ADS_set<val_t, 17ul>::begin() const [67]
                0.00    0.00     800/2500        std::vector<val_t, std::allocator<val_t> >::reserve(unsigned long) [90]
                0.00    0.00     800/800         __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > std::__unique<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::equal_to<val_t> > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::equal_to<val_t> >) [100]
                0.00    0.00     800/800         std::vector<val_t, std::allocator<val_t> >::_M_erase(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >) [98]
                0.00    0.00     700/700         void std::__introsort_loop<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> >) [103]
                0.00    0.00     700/700         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> >) [104]
-----------------------------------------------
                0.00    0.00     600/600         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [14]
[31]     0.2    0.00    0.00     600         test_find(ADS_set<val_t, 17ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, unsigned long) [31]
                0.00    0.00   33000/133424      std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::find(val_t const&) const [23]
                0.00    0.00   33000/123862      bool it_equal<ADS_set<val_t, 17ul>, ADS_set<val_t, 17ul>::Iterator, std::set<val_t, std::less<val_t>, std::allocator<val_t> >, std::_Rb_tree_const_iterator<val_t> >(ADS_set<val_t, 17ul> const&, ADS_set<val_t, 17ul>::Iterator const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::_Rb_tree_const_iterator<val_t> const&) [68]
                0.00    0.00   21314/6580120     ADS_set<val_t, 17ul>::end() const [59]
-----------------------------------------------
